Location,OriginalTweet,ScreenName,Sentiment,TweetAt,UserName,annotation_id,annotator,created_at,id,lead_time,table_value_1,updated_at,AutoLabel
"chatham-kent, ontario",Our food supply chain is one of the strongest in the world and our government remains committed to ensuring Ontarians can access healthy and nutritious Ontario produced foods Be prepared but please do not panic buy or hoard,47766,Extremely Positive,15-03-2020,2814,,,,,,,,Очень отрицательно
"Philadelphia, PA","Self-isolation ripple effect: 
-putting on weight from watching TV and eating all day, every day
-running up credit card debt from online shopping
-finding out that you don't actually like other people all that much

#selfisolating 
#coronavirus",47767,Neutral,15-03-2020,2815,,,,,,,,Отрицательно
Brighton,Dog food appeal Food shortages due to are becoming increasingly apparent in Romania We are appealing for funds so that the ladies at Sirius Dog Rescue can stock up on dog food for the weeks ahead We are worried Please help,47768,Extremely Positive,15-03-2020,2816,,,,,,,,Отрицательно
,"In order to limit contact with ppl, better order groceries online &amp; pay by card if possible. Here are 2 shopping platforms I use:
- The instashop app: shows u all groceries that deliver &amp; the distance from your location. 
- https://t.co/DC5qTlZZhY 

#Covid_19 #HomeQuarantine",47769,Positive,15-03-2020,2817,,,,,,,,Отрицательно
USA,"In the midst of the Coronavirus (COVID-19) outbreak, having a strong immune system is more pertinent and essential than ever ?? Here are some foods that are bound to boost your immune system ????

For more healthy food ideas, check out https://t.co/ei8PhgsyWf ???? https://t.co/TwvffnPoCk",47770,Extremely Positive,15-03-2020,2818,,,,,,,,Отрицательно
,"My country today... After 48000 brain cell PM said ""No need to stock any food, Gov can handle about COVID-19"", the flood of people go to mall to buy a ton of food immediately. Wow, soooooo much high confidence.",47771,Extremely Positive,15-03-2020,2819,,,,,,,,Отрицательно
,"In #Russia, the demand for cereals and canned food has increased against the background of #coronavirus",47772,Positive,15-03-2020,2820,,,,,,,,Отрицательно
,Trump Day 1 149 THREAD 2 836 CV 19 Cases Confirmed in US US COVID 19 Death Toll Rises to 57 Claims Tested Despite Doctor s Note Brags About Boosting Stock Market Threatens to Demote Fed Chairman Court Blocks 700k Food Stamp Cut Mar a Lago Labeled Virus Hot Spot,47773,Extremely Negative,15-03-2020,2821,,,,,,,,Отрицательно
death,for lazy people who don t wanna read articles taken from Stevens why remote work is a good way to slow down the virus i even put comic sans ms to make it fun,47774,Positive,15-03-2020,2822,,,,,,,,Отрицательно
Nor CAL,How do people on lockdown in Italy &amp; wherever else get food? Don't you have to go to the grocery store eventually? Or maybe the pharmacy for a prescription? #coronavirus #CoronaVirusItaly #IoRestoACasa,47775,Neutral,15-03-2020,2823,,,,,,,,Отрицательно
USA,REMEMBER YOUR PETS While everyone is panic buying food amp TP over 19 fears if you have pets at home remember to stock up on their food as well We usually give our fur babies raw food but have purchased large bags of good grain free kibble just in case,47776,Extremely Positive,15-03-2020,2824,,,,,,,,Очень отрицательно
Toronto,"The Retail Council of Canada said the current high demand for food, toilet paper and other staples is understandable as the number of positive cases continues to climb, it urged Canadians not to succumb to panic. https://t.co/s32NzXL76T",47777,Neutral,15-03-2020,2825,,,,,,,,Очень отрицательно
USA,"A national emergency was declared over the #coronavirus pandemic triggering a run on #toiletPaper. If you're stuck at home for a few weeks, stock up on #food, #medicine, and #videogames! | 8-Bit Central  https://t.co/BpEoeNdLfv",47778,Negative,15-03-2020,2826,,,,,,,,Отрицательно
,Please DO NOT go and panic buy at grocery stores Our food supply has not been impacted and panic buying is the last thing we need and grocers anticipated onset of COVID 19 and have done a great job of planning ahead,47779,Extremely Positive,15-03-2020,2827,,,,,,,,Очень отрицательно
,Hi guys If u want to help our frontliners donate kayo if you can Personal Protective Equipment PPE set 378 37 Food amp care package 500 prices exclude service fee,47780,Extremely Positive,15-03-2020,2828,,,,,,,,Отрицательно
,When scientists and health professionals say not to panic about COVID 19 what we mean is don t buy a years worth of toilet paper bottled water and canned food You still need to avoid large gatherings and be prepared to quarantine for 2 4 weeks,47781,Positive,15-03-2020,2829,,,,,,,,Очень отрицательно
amidst in the pages of books,"Dont panic instead put premium on hygiene, eat healthy food, drink a lot of water, take vitamins and exercise just to combat this pandemic covid-19.
Take care folks, ?",47782,Positive,15-03-2020,2830,,,,,,,,Очень отрицательно
Mullumbimby,Scott Morrison You need to protect vulnerable Australians NOW Woolworths cannot deliver basic food anymore through online shopping This is an emergency for our aged and vulnerable,47783,Negative,15-03-2020,2831,,,,,,,,Очень положительно
,Mayor Inday Sara Duterte Please do not panic Hoarding food toothpaste tissue papers and other grocery supplies is not a guarantee that you are protected from the COVID 19 Disease Hoarding is a futile attempt and a total waste of your money,47784,Positive,15-03-2020,2832,,,,,,,,Очень отрицательно
,"How about @woolworths and @Coles consider online or phone shopping for the elderly where they present their Pension card as evidence. Make sure basic stocks are held for them so they can live their lives satisfactorily!
#coronavirus #CoronavirusOutbreak #coronavirusaustralia",47785,Positive,15-03-2020,2833,,,,,,,,Отрицательно
,@JoshCullen_s Hahaha online shopping amidst COVID-19,47786,Positive,15-03-2020,2834,,,,,,,,Отрицательно
In a drained swamp.,Please RT Check on your elderly friends amp neighbors many of them are on a fixed income and can t afford to stock up on food tp They can t have groceries delivered but should be avoiding crowds Reach out amp offer a hand,47787,Extremely Positive,15-03-2020,2835,,,,,,,,Отрицательно
"Florida, USA",Trudeau No need for panic buying Food and household goods supply chains have not been disrupted  Yes stock up a little bit so you don t have to go to the store every 2 or 3 days but make sure that you re not taking more than you need ,47788,Negative,15-03-2020,2836,,,,,,,,Очень отрицательно
"Wakefield, England",Had an elderly man tell me today that he was struggling to buy his usual groceries at the supermarket because the shelves were empty We are in this together let s look after each other In the long term that s the most important thing 19,47789,Negative,15-03-2020,2837,,,,,,,,Очень отрицательно
???????,"So all you who want to start on line shopping particularly in my age group &gt;60 , if you are not an existing customer @Ocado do not want you . Luckily @Tesco did albeit, 2 week wait for a delivery . @sainsburys website locked me out despite talking to a online help . #coronavirus https://t.co/BVZGkYu9ww",47790,Positive,15-03-2020,2838,,,,,,,,Отрицательно
United States,"This is Texas, yall!

A couple hire a mariachi band to play at an H-E-B grocery store to help ease the anxiety and lift spirits amid COVID-19 concerns!

https://t.co/ZvHFOlPaoc",47791,Extremely Positive,15-03-2020,2839,,,,,,,,Отрицательно
USA,Increasing unease over 19 is driving people to stock up on food water toilet paper and other items spoke to Southern California residents about their shopping experience,47792,Negative,15-03-2020,2840,,,,,,,,Отрицательно
"Kuching,Malaysia",hey i got something in my mind Stocking food is not tamak its called one step ahead Sooner or later if our country ada outbreak about this covid 19 nauzubillahiminzalik everybody is going to stock up foods rice oil canned foods sardine no exceptional,47793,Negative,15-03-2020,2841,,,,,,,,Отрицательно
,"(Former nurse)- remember if youre at the grocery store, post office, etc and theyre using the same gloves for everyone- if youre immuncompromised, elderly or have a baby- ask them to change gloves. #coronavirus #HighRiskCovid19",47794,Neutral,15-03-2020,2842,,,,,,,,Отрицательно
"Poole, England",They re certainly more proactive here in compared to what I m hearing about in the These pictures are from a local supermarket yesterday 19,47795,Extremely Positive,15-03-2020,2843,,,,,,,,Отрицательно
??,Food flying off the shelves at Target in Hilo on Big Island two main shipping companies say it s business as usual but Matson says reserve ships can also be added to meet demand if necessary pic Donna Carey,47796,Negative,15-03-2020,2844,,,,,,,,Отрицательно
,Covid-19 update: Thailand has entered phase 3. My faculty has transferred all of us onto online school because the university is too unsafe. We are urged to stock up on food and sanitary products. Apparently like ten people from my faculty was in contact with someone who-,47797,Positive,15-03-2020,2845,,,,,,,,Отрицательно
"??? ????????? ?????? 1, ???? ????, ????????? ??????",Prime Minister #VladaRS announced enactment of the decree  to control the prices of basic food items and protection equipment. #covid2019,47798,Neutral,15-03-2020,2846,,,,,,,,Очень положительно
"Flagstaff, AZ","@lauvagrande People who are sick arent panic buying food.
.07% of the United States population has COVID-19 and assholes are panic buying food and leaving none for others. ESPECIALLY others that are on special diets and actually need those foods to su",47799,Extremely Negative,15-03-2020,2847,,,,,,,,Очень отрицательно
Cymru,"Important point about online shopping during #coronavirus 

Its companies like @AmazonUK avoiding taxes (assisted by @Conservatives ) that helped undermine the #NHS and other public infrastructure.

Try purchase from anyone but Amazon if you can. Support tax paying companies.",47800,Extremely Positive,15-03-2020,2848,,,,,,,,Отрицательно
???? ????? ?? ???? ????? ?????,"The #coronavirus could potentially reduce the carbon footprints of shopping if people do not drive to supermarkets themselves and use the bricks &amp; clicks online channel instead.

https://t.co/3x96SeIhIg

#GlobalWarming
#ClimateCrisis",47801,Neutral,15-03-2020,2849,,,,,,,,Отрицательно
"Wayne County, MI","Even @tariqnasheed knew to stock up too! ? I had a delivery today &amp; Im having more delivered to me tomorrow to my house because some food is still being restocked daily for now! 
???
#B1 #FBA #Coronavirus #COVID?19 
https://t.co/DImEiiWvIQ https://t.co/JzF7mFM3H2",47802,Neutral,15-03-2020,2850,,,,,,,,Отрицательно
"Los Angeles, CA",Just a reminder to everyone that while you are stocking up on groceries don t forget to also stock up on pet food and supplies I just got home from Petsmart and bought a month s worth of items,47803,Neutral,15-03-2020,2851,,,,,,,,Отрицательно
"New York, USA",Went to the supermarket amp I d like to remind everyone that 19 is a respiratory disease not assitory disease Please stop hoarding the toilet paper Thanks,47804,Positive,15-03-2020,2852,,,,,,,,Отрицательно
"Ontario, Canada","So my moms ex co-worker (who is 35 years old and has two children) replies to my story (about retail/grocery work and COVID-19) with this...
I....youre a grown woman telling a 17 year old grocery store employee to suck it up IMMA SNAP? https://t.co/d5AprIaDPU",47805,Negative,15-03-2020,2853,,,,,,,,Отрицательно
,Retail Council of Canada is reassuring people that supply chains remain strong and grocery stores and pharmacies will remain open Panic shopping is clearing shelves for the moment but  We have plenty of food plenty of goods   So no need to panic shop,47806,Extremely Negative,15-03-2020,2854,,,,,,,,Очень отрицательно
Welsh Girl abroad in Cheshire,"'Tis the truth 
#COVID?19 
#coronavirus 
#stoppanicbuying https://t.co/1HBZGS5fLq",47807,Positive,15-03-2020,2855,,,,,,,,Очень отрицательно
"North Carolina, USA","THIS is the toilet paper and paper towel aisles at the Mt. Olive, NC Walmart I work at. This is extremely ridiculous. 

You people are all overreacting! #coronavirus does NOT give you diarrhea and won't prevent it the virus. 

#tpapocalypse 
#StopPanicBuying https://t.co/wyG96FGVZH",47808,Positive,15-03-2020,2856,,,,,,,,Отрицательно
looking to get my life back,"i thought that people buying pasta bc of covid-19 was kind of a joke until i actually went to buy pasta myself yesterday (not to stock up, but to cook them today), and that all the cheapest pasta were gone... wtf dude?? even if everything closes we'll still be allowed to buy food",47809,Extremely Negative,15-03-2020,2857,,,,,,,,Отрицательно
,Damn... The grocery store are panicking in the Philippines #COVID2019 @pgarciam_art @nicroman27,47810,Extremely Negative,15-03-2020,2858,,,,,,,,Очень отрицательно
McMaster U ,"List of stores that are closing AND paying their employees during it because, like, they actually care about them: 

-Lush
-Urban Outfitters
-Fossil
-Hollister 
-Warby Parker 
-Nike 
-LuluLemon
-Apple
 + more 

Good to know.",47811,Extremely Positive,15-03-2020,2859,,,,,,,,Отрицательно
United Kingdom,Striking how many companies are taking action ahead of what governments recommend UK based consumer giant Unilever today ordered all office based employees to work from home 19,47812,Positive,15-03-2020,2860,,,,,,,,Отрицательно
"Perth, Western Australia","? | Supermarket queue in Italy due to the #coronavirus...

According to a new rule in Italy, there needs to be at least 1 meter of distance between customers and not everyone is let into the market at once

[via @DawkinsReturns]

https://t.co/1IIjrIXWxg
#Covid_19 https://t.co/i1FVNGb4Sg",47813,Neutral,15-03-2020,2861,,,,,,,,Отрицательно
Platform 9 3/4,"They wanted to see how yall would react if food had to be rationed. Que the Popeyes chicken sandwich.

Now they want to see how yall would react in time of panic and sickness. Que covid-19",47814,Negative,15-03-2020,2862,,,,,,,,Очень отрицательно
"Massachusetts, USA","@ every retail store
#COVID?19 #coronavirus #panicshopping https://t.co/KvXjw9Nooh",47815,Neutral,15-03-2020,2863,,,,,,,,Очень отрицательно
Killing animals for greed/sport is a mental health issue!,"STOP KILLING OR ABANDONING YOUR PETS!!!!!! There's no evidence they carry #COVID?19
#coronavirus!!! Stock up on pet food, too. Honestly, if you can't or won't do that for your pet then you shouldn't have a pet. 
#CoronaVirusUpdates
#HighRiskCovid19

https://t.co/urCqdfgvtH",47816,Extremely Negative,15-03-2020,2864,,,,,,,,Отрицательно
,Added some reserve copies to Glover stock and 50 of all sales made today will go towards helping supply food sanitation supplies water etc to help those in need during this horrible time,47817,Negative,15-03-2020,2865,,,,,,,,Отрицательно
,I just went to the grocery store Based on what I saw I fixed Maslow s hierarchy WTF 19,47818,Extremely Negative,15-03-2020,2866,,,,,,,,Отрицательно
"Williamsburg, VA",Want to support local businesses but don t want to spend a lot of time in a store or restaurant Buy a gift card some even offer them online You ll help keep small businesses afloat AND you ll have a mini shopping dining spree to look forward to once the COVID 19 danger s gone,47819,Extremely Positive,15-03-2020,2867,,,,,,,,Отрицательно
,This is utterly criminal The working class internationally must demand an end to the sanctions All workers must get access to health care free testing paid sick leave housing food and other basic services must be guaranteed to fight,47820,Negative,15-03-2020,2868,,,,,,,,Отрицательно
"New York, NY",This #coronavirus shows that most people dont have alil stock of food/beverage in the house ....and the only thing that needs to be purchase that will last is #canfood &amp; #water everything else is irrelevant.,47821,Neutral,15-03-2020,2869,,,,,,,,Отрицательно
Georgia ,With the cancellation of the Atlanta Hunger Walk a big fundraiser for the Atlanta Community Food Bank please consider how you can help bridge gaps When you go to stock up visit this page first,47822,Positive,15-03-2020,2870,,,,,,,,Отрицательно
,"My #SundayMorning message. If no emergency, #StayTheFHome Stock up on non-perishable food to minimize trips to store. Pls dont be greedy &amp; take all the water, food &amp;?We are in this together. Ive seen people hoarding everything they can fit in grocery?Stop it. #coronavirus",47823,Extremely Negative,15-03-2020,2871,,,,,,,,Отрицательно
Australia,The advice on coronavirus keeps changing. What should Australians be doing now? https://t.co/wIozHCHPQ4,47824,Neutral,15-03-2020,2872,,,,,,,,Отрицательно
"Washington, DC","Learn your rights and important tips to remember during the #coronavirus (#covid19) emergency:

?Know Your Rights to Paid Sick Leave
?Report Price Gouging
?Understand Your Civil Rights
?Guard Against Scams
?Prevent the Spread of Germs

Read the alert: https://t.co/R7sAGojsjg https://t.co/xRqwxccNNX",47825,Extremely Negative,15-03-2020,2873,,,,,,,,Отрицательно
"San Francisco, CA","Time for a global pause button while we wait this thing out.

- no stock trading globally
- only essential services (food delivery, infra maintenance) done by people who are continually tested for COVID-19 and get hazard pay and health care guarantees
- ubiquitous testing, weekly",47826,Positive,15-03-2020,2874,,,,,,,,Отрицательно
C137,Going to the grocery store is like being on a episode of Chopped You have tuna cotton candy and and soy milk make your entree 19,47827,Positive,15-03-2020,2875,,,,,,,,Отрицательно
Lebanon,Thank God we live in In worst days we still had shelves full of food and supplies with prices lower than usual We never had panic buying No western individualism here Maybe it s about trusting your government,47828,Positive,15-03-2020,2876,,,,,,,,Очень отрицательно
"Mayville, Wisconsin",This should be a wake up call to all the homies Food storage is crucial You should have at least a 3 mo supply so you could legit not leave your house amp have everything you need Stock up little by little each grocery trip BEFORE a crisis amp you ll be good,47829,Negative,15-03-2020,2877,,,,,,,,Отрицательно
"ÜT: 43.64624,-79.42516",My latest forecast Coronavirus Impact demand to jump dramatically for rural properties near to urban centres as citizens become aware of benefits of not living in densely populated areas where disease can spread more rapidly Food Security family safety isolation,47830,Positive,15-03-2020,2878,,,,,,,,Отрицательно
,I bet the same idiots who voted for Ford are the ones stock piling food. Thanks https://t.co/B4MyUeBhXr,47831,Positive,15-03-2020,2879,,,,,,,,Отрицательно
,"COVID-19 pandemic:

Americans: We need to buy toilet paper! 

Europeans: We need pasta and food! 

Everyone: We need masks and sanitizer gels!

Kazakhs: Its just our normal panic-buying thing (loads of meat and flour).

My mom: I need to buy shoes ASAP!

Me: What about food??",47832,Negative,15-03-2020,2880,,,,,,,,Очень отрицательно
"Cork, Ireland",Please please ask people Ricky to only buy what they need Don t leave someone in the queue behind you with no food for their family because you are stock piling Asking people to make this pledge via please share mate,47833,Extremely Positive,15-03-2020,2881,,,,,,,,Отрицательно
,Urgent Woolworths texted and has cancelled my online shopping order in FULL No food available,47834,Negative,15-03-2020,2882,,,,,,,,Отрицательно
New York,This online shopping thing may really catch on now. #coronavirus #COVID19 #ecommerce,47835,Neutral,15-03-2020,2883,,,,,,,,Отрицательно
"Coventry, England","We really need to start looking after each other. Online shopping seems not to be an option at the moment (websites crashing or no delivery availability). If youre in Coventry, let me know if you would like me to invite you to a COVID-19 support network...(1/2)",47836,Positive,15-03-2020,2884,,,,,,,,Отрицательно
"Regno Unito, Cambridge",Covid-19 could have a permanent effect on #shopping habits. Online #grocery shopping is taking off in favour of @Ocado Britain's biggest #online #supermarket https://t.co/cERM1mGlvP,47837,Positive,15-03-2020,2885,,,,,,,,Отрицательно
"Los Angeles, CA","#COVID?19 ?face masks on stock in??
regular prices #Retail 
https://t.co/wwqydCrSHu
#Coronavirus #COVID19 #coronavirusUSA #CoronaVirusItalia #CoronavirusOutbreak #Health #VirusCorona #Corona #2019Cov #N95Masks #facemask #Refugees #NEWS #WuhanVirus #store #Online #Europe #Trump https://t.co/fMDMPlk0yK",47838,Neutral,15-03-2020,2886,,,,,,,,Отрицательно
"Las Vegas, NV","We have many people within our community that are on a fixed income or they dont have the ability to stock up... So, we need to ensure that when they can go to the grocery store that there is product available for them.
#LasVegas #coronavirus
https://t.co/ny8iznbQlv",47839,Positive,15-03-2020,2887,,,,,,,,Отрицательно
"Tampa Bay, FL","Shout out to @Publix 

Was just at the Boot Ranch location on Tampa Road in Oldsmar. Theyre working hard to keep the store stocked and clean. 

Folks on the frontline of retail cant work from home. Hats of to them and everyone pushing product out there.

#coronavirus",47840,Positive,15-03-2020,2888,,,,,,,,Отрицательно
"San Diego, CA",Have you stocked up to deal with uncertainty of COVID 19 take a moment to consider if you have extra amp donate to a food bank Panic buying is creating shortages for the most vulnerable Let s not forget our extended family the communities we live in,47841,Extremely Negative,15-03-2020,2889,,,,,,,,Отрицательно
,"#nobodyaskedmebut my @Facebook is filled with ads for masks, SELLING at RM129 and beyond for 10, I.e RM13 for 1. Dear mask companies, I DARE YOU!... Donate your masks! If you want to make money, sell it at original prices before #Covid_19. Businesses like you are the worst.",47842,Positive,15-03-2020,2890,,,,,,,,Отрицательно
Massachusetts,Tip Asian grocers are not jam packed if you re looking to stock your pantry during hibernation I m seeing posts of people in long lines with barren shelves at supermarkets Some to visit in Asia Food Market Lee s Canton Supermarket Henrietta Mini H,47843,Neutral,15-03-2020,2891,,,,,,,,Отрицательно
"Liverpool, England","Please unless you have to shop online right now , dont . Lots of people just like me rely on online shopping because we have medical conditions or disabilities that mean we can not leave our homes. #disabled #coronavirus #onlineshopping #reliant",47844,Extremely Positive,15-03-2020,2892,,,,,,,,Отрицательно
"Maryland, USA",If you are able to go to the grocery store or the bar the past couple of nights don't complain about the rink being open. We are still limited to what activities go on. Plenty of distance from people and just remember to wash your hands. #coronavirus,47845,Negative,15-03-2020,2893,,,,,,,,Отрицательно
"Boston, MA","All the bookstores are soft closing and offering online ordering and curbside pick-up rather than allowing people into the store to spread COVID-19.

My store doesnt have online shopping. We are still open at full/regular hours. Please pray no one spreads COVID-19 in my store.",47846,Positive,15-03-2020,2894,,,,,,,,Отрицательно
??,"COVID-19 UPDATE: My new ""financial responsibility"" flex is cancelled until further notice. I will resume my irrisponsible shopping habits (online) for the duration of this pandemic. Thank you all for your understanding. #copingmechanisms",47847,Positive,15-03-2020,2895,,,,,,,,Отрицательно
"North West, England",What s more worrying than COVID 19 is empty shelves in shops selfish panic buying is putting the vulnerable at risk Perhaps consider the vulnerable amp next time you go amp panic buy pasta toilet roll amp hand sanitiser donate some to your local food bank or the elderly,47848,Extremely Negative,15-03-2020,2896,,,,,,,,Очень отрицательно
"Brooklyn, NY",Hey fellow New Yorkers thousands of our fellow citizens experience food insecurity and rely on food banks The demand is increasing with the current situation As little as 1 can provide five meals I just donated Join me if you can,47849,Negative,15-03-2020,2897,,,,,,,,Отрицательно
England someplace,"In local supermarket, lots of folk buying hand sanitiser, you cant buy loo roll and I havent seen one person obviously worried about pushing their trolley with bare hands - an obvious way to pass stuff around

#Covid_19 #covid19 #panicshopping https://t.co/ga8SOSgUNK",47850,Positive,15-03-2020,2898,,,,,,,,Очень отрицательно
"Toronto, Canada","Im shopping at my local grocery store, looking at empty shelves, and a thought hit me. Companies should send out reps to retail stores and see what product is selling. Because for some of you, even during an apocalypse your stuff doesnt sell. #coronavirus #coronapocolypse",47851,Negative,15-03-2020,2899,,,,,,,,Очень отрицательно
"Columbus, OH","It seems so minuscule and trivial right now to be in a grocery store with empty shelves, sold-out essentials, to be buying makeup for my TV job. 

I can't find meat, chicken or toilet paper, but my Revlon Colorstay pressed powder is in full supply.

#coronavirus #coronapocolypse https://t.co/pszT2FwyWL",47852,Negative,15-03-2020,2900,,,,,,,,Очень отрицательно
"Rome, Italy","#COVID_19 caused a sharp increase of #apple ? #prices in #Poland ??. In Ukraine, Russia, Moldova and Belarus prices dropped in the meanwhile. Details in the market report of #EastFruit https://t.co/2xqYNQ4MwV",47853,Positive,15-03-2020,2901,,,,,,,,Отрицательно
"Minneapolis, MN",Grocery store workers don t get to We are at work every day being exposed to thousands of panic shoppers for our entire shift It s an incredibly stressful difficult situation for us Please be kind and appreciative when you shop,47854,Negative,15-03-2020,2902,,,,,,,,Очень отрицательно
Click Link  ,So we made our grocery today. We are not panic buying. We usually do our grocery every sunday. Thankful for Anti-hoarding &amp; Anti panic buying ordinance of Valenzuela city everyone have chance to do their grocery peacefully. The counter will not punch your exceed number of goods. https://t.co/CHQ5C1THYS,47855,Extremely Positive,15-03-2020,2903,,,,,,,,Очень отрицательно
"London, England",I feel very fortunate to be able to stock up on the food we need but this is hard for many now and will get worse with the economic impact of COVID 19 If you can consider donating to your local food bank,47856,Negative,15-03-2020,2904,,,,,,,,Отрицательно
,@SkyNews Why dont the supermarkets limit the number of units bought to say two per person? Surely that would be an easy solution to stop the the panic buyers.  #StopPanicBuying #coronavirus,47857,Positive,15-03-2020,2905,,,,,,,,Очень отрицательно
"Washington, DC",COVID 19 challenge Offset panic buying by donating to a local food bank 1 buys 5 meals,47858,Negative,15-03-2020,2906,,,,,,,,Очень отрицательно
,"It is our commitment to keep our Anthro community healthy &amp; safe. Please reach out to us and share your thoughts  were here for you. Look out for one another, and be well. Well see you soon. ? https://t.co/oQDalBHYFA",47859,Extremely Positive,15-03-2020,2907,,,,,,,,Отрицательно
Finland,One grocery store in Helsinki has appealed to the customers to not come to the store when ill not threaten the personnel not fight over stuff not steal stuff from other people s carts This means that all of that happens People have lost their minds,47860,Positive,15-03-2020,2908,,,,,,,,Отрицательно
,What's the difference in gathering for a basketball or hockey game and gathering in a grocery store running around like maniacs? #COVID?19 #coronapocolypse #coronavirus,47861,Positive,15-03-2020,2909,,,,,,,,Отрицательно
"Global, Meet me at an Airport ",How has the impacted consumer spend across airlines cruise lines restaurants food delivery and more See our just published report,47862,Neutral,15-03-2020,2910,,,,,,,,Отрицательно
"Los Angeles, Zurich, Istanbul ",@sergioaved @TheRideshareGuy Am I a missing something? While Apple close their retail store due to Covid-19 why people should order from cloud kitchens they have  no food handling guidelines,47863,Negative,15-03-2020,2911,,,,,,,,Отрицательно
England ,Currently the most likely place you will catch the #covid_19 #coronavirus is at the #supermarket due to the amount of people #panicbuying who are already carrying the ? but dont worry all that ? will keep you safe! https://t.co/Q5TtHGwR9Y,47864,Neutral,15-03-2020,2912,,,,,,,,Очень отрицательно
Helios,@TheLastLeg wouldnt it be a good idea for supermarkets to suspend delivery charges for online shopping deliveries during the covid-19 situation,47865,Negative,15-03-2020,2913,,,,,,,,Отрицательно
Sunderland,"Dont forget that if you cant make it out for a sit down meal, for whatever reason, we do a take away service for you to pick up. ?
If u think eating Chinese food will expose you to the covid-19 virus, pls avoid us at ALL cost, stock up on ?then lock yourselves in. Forever
? https://t.co/0yPKB68ijQ",47866,Negative,15-03-2020,2914,,,,,,,,Отрицательно
"Oakland, CA","People freaking over toilet paper like the great Cornholio predicted.
 #cornholio #toiletpaper #coronavirus #coronavirusmeme  #epidemic #sickness #illness #crazypeople #insanity #pandemic #fml #covid_19 #covid https://t.co/dqNefvvDpj",47867,Positive,15-03-2020,2915,,,,,,,,Нейтрально
"Austin, Texas","As things evolve with COVID-19, we want to echo Gov. @GregAbbott_TX: remain calm. Panic is not productive; lets take care of each other instead. And pls dont stockpile food/supplies; per the Gov., There will be plenty available. Were in this together! #TexansforTexans https://t.co/xxlfUM5ijF",47868,Extremely Positive,15-03-2020,2916,,,,,,,,Отрицательно
"Dallas, TX",Just made my online order for pickup tomorrow at @Walmart You really think Im gonna go inside and experience the stupidity of Americans shopping!? #ShopSmarterNotHarder #SocialDistancing #COVID19 #Coronavirus,47869,Negative,15-03-2020,2917,,,,,,,,Отрицательно
"Ottawa, Canada",Grocers limit food purchases urge shoppers not to hoard Kroger ramps up hiring to stock shelves from,47870,Neutral,15-03-2020,2918,,,,,,,,Отрицательно
"London, UK",obyrne EVAUK actionhunger may food union sparkes uk HillierMP MP Matt Kerr I M CURIOUS There is constant news coverage re 19 which is scaring people now it s panic buying so isn t the UK gov worried about looting What happens if millions of people lose their jobs amp can t afford to buy food,47871,Extremely Negative,15-03-2020,2919,,,,,,,,Очень отрицательно
"Milwaukee, Wi",LA friends if we are placed on lockdown in the next 72 hours or so don t panic We all really do need to stay inside and isolate to stop the spread of covid 19 and not overwhelm our healthcare system Make sure you have at least a week of food and medicine at home and stay calm,47872,Positive,15-03-2020,2920,,,,,,,,Очень отрицательно
Los Angeles,"#Hygiene #Health #Heart  these 3 Hs have always been our core practice?
In this time of fear, panic over COVID-19, Bollywood Bites is the only food vendor trusted by hospitals, institutes like #UCLA
@TheBBrestaurant @WestwoodVillage is open for Dine-in, Take our, Free Delivery https://t.co/Xc9U5akohb",47873,Positive,15-03-2020,2921,,,,,,,,Очень отрицательно
"Washington, USA",Or they can give individual citizens a stimulus UBI check amp shut everything down for 2 4wks Including collecting on paymts amp paying employees Stimulus checks can be used for food meds Freeze everything Reopen when COVID 19 is controlled amp the panic hysterics are over with,47874,Extremely Negative,15-03-2020,2922,,,,,,,,Очень отрицательно
"Wythenshawe, Manchester, UK",I m working on a story about how might change our relationship with tech forever i e online GP appointments remote working online shopping etc I m looking for companies who are using tech in an innovative way If this is you please send me a submission,47875,Extremely Positive,15-03-2020,2923,,,,,,,,Отрицательно
"Jakarta, Indonesia","@tjricky @betaekonano @jokowi @KemenkesRI @aniesbaswedan The reason Mr Jokowi did not declare all is chaos in buying for panic after informing Covid-19. Then, low level societies have no food. The President should be wiser to avoid that chaos.

So you",47876,Extremely Negative,15-03-2020,2924,,,,,,,,Очень отрицательно
,"Headed to the grocery store to stock up on supplies? You might want to leave your reusable bags at home... #coronavirus #COVID?19 via @nypost @JohnTierneyNYC 

https://t.co/szKdzNvRd9",47877,Neutral,15-03-2020,2925,,,,,,,,Отрицательно
London/Bristol/Prague,"Panicky maniacs messing with my routine online shopping
#Coronavirus https://t.co/IBSIpboNzY",47878,Negative,15-03-2020,2926,,,,,,,,Отрицательно
"San Diego, CA","In our continued efforts to combat the spread of the COVID-19 virus, we have instituted more strenuous guidelines to provide a clean and safe retail experience. As always, our website is open 24/7 at https://t.co/f6inwhI8ek, as well as our Buy Online, Pick Up In Store program. https://t.co/ipYeH53a1l",47879,Extremely Positive,15-03-2020,2927,,,,,,,,Отрицательно
,"How to stock on food for an emergency https://t.co/9rBklCNDMN via @BeCentsational

#coronavirus #coronaUK #quarentena #italy #COVID?19#covid #CoronavirusOutbreak #coronapocolypse #COVID19 #coronavirusupdates",47880,Negative,15-03-2020,2928,,,,,,,,Отрицательно
